block,imp_mean,imp_std,base_r2
audio (152),0.02782570385002577,0.0006606450422002325,0.31151895386751693
tl (10),0.004054832631865235,7.810486171290509e-05,0.31151895386751693
per_track_yd (3),0.11374697349178842,0.0006086028822144825,0.31151895386751693
artist_leak (3),0.095704555872785,0.0007361237670134676,0.31151895386751693
genre_top1000 (1000),0.22349393992296,0.00022240788929327388,0.31151895386751693
